country,year,sex,age,suicides_no,population,suicides/100k pop
Turkey,2011,female,55-74 years,35,4781947,0.73
Turkey,2011,female,5-14 years,23,6178913,0.37
Turkey,2011,male,5-14 years,20,6514392,0.31
Turkey,2012,male,75+ years,58,886919,6.54
Turkey,2012,male,35-54 years,399,9718299,4.11
Turkey,2012,male,55-74 years,180,4532575,3.97
Turkey,2012,male,25-34 years,227,6494243,3.5
Turkey,2012,male,15-24 years,184,6425966,2.86
Turkey,2012,female,75+ years,23,1325413,1.74
Turkey,2012,female,15-24 years,94,6140942,1.53
Turkey,2012,female,25-34 years,78,6314493,1.24
Turkey,2012,female,35-54 years,113,9539648,1.18
Turkey,2012,female,55-74 years,55,4925454,1.12
Turkey,2012,male,5-14 years,24,6503156,0.37
Turkey,2012,female,5-14 years,15,6169331,0.24
Turkey,2013,male,75+ years,76,915690,8.3
Turkey,2013,male,55-74 years,239,4664864,5.12
Turkey,2013,male,35-54 years,477,9982233,4.78
Turkey,2013,male,25-34 years,285,6491205,4.39
Turkey,2013,male,15-24 years,253,6461036,3.92
Turkey,2013,female,15-24 years,133,6177538,2.15
Turkey,2013,female,75+ years,29,1374051,2.11
Turkey,2013,female,55-74 years,73,5052537,1.44
Turkey,2013,female,25-34 years,87,6322406,1.38
Turkey,2013,female,35-54 years,118,9808886,1.2
Turkey,2013,female,5-14 years,23,6148825,0.37
Turkey,2013,male,5-14 years,17,6481081,0.26
Turkey,2014,male,75+ years,66,952449,6.93
Turkey,2014,male,55-74 years,225,4851259,4.64
Turkey,2014,male,15-24 years,260,6517033,3.99
Turkey,2014,male,35-54 years,394,10244541,3.85
Turkey,2014,male,25-34 years,243,6484352,3.75
Turkey,2014,female,15-24 years,114,6220032,1.83
Turkey,2014,female,75+ years,23,1426848,1.61
Turkey,2014,female,55-74 years,79,5233238,1.51
Turkey,2014,female,35-54 years,109,10070621,1.08
Turkey,2014,female,25-34 years,65,6325398,1.03
Turkey,2014,male,5-14 years,21,6469621,0.32
Turkey,2014,female,5-14 years,18,6136028,0.29
Turkey,2015,male,75+ years,61,986961,6.18
Turkey,2015,male,55-74 years,223,5079228,4.39
Turkey,2015,male,25-34 years,241,6452161,3.74
Turkey,2015,male,35-54 years,385,10466600,3.68
Turkey,2015,male,15-24 years,207,6573627,3.15
Turkey,2015,female,15-24 years,131,6267398,2.09
Turkey,2015,female,75+ years,25,1479388,1.69
Turkey,2015,female,25-34 years,72,6288287,1.14
Turkey,2015,female,35-54 years,109,10293526,1.06
Turkey,2015,female,55-74 years,42,5456986,0.77
Turkey,2015,female,5-14 years,18,6100840,0.3
Turkey,2015,male,5-14 years,18,6435462,0.28
Turkmenistan,2010,male,25-34 years,40,419805,9.53
Turkmenistan,2010,male,15-24 years,42,554957,7.57
Turkmenistan,2010,male,75+ years,2,29510,6.78
Turkmenistan,2010,male,35-54 years,35,559144,6.26
Turkmenistan,2010,male,55-74 years,10,178934,5.59
Turkmenistan,2010,female,15-24 years,22,547882,4.02
Turkmenistan,2010,female,25-34 years,9,424446,2.12
Turkmenistan,2010,female,35-54 years,9,601270,1.5
Turkmenistan,2010,female,5-14 years,5,477152,1.05
Turkmenistan,2010,female,55-74 years,2,217434,0.92
Turkmenistan,2010,male,5-14 years,2,488434,0.41
Turkmenistan,2010,female,75+ years,0,52217,0.0
Turkmenistan,2011,male,35-54 years,33,572095,5.77
Turkmenistan,2011,male,15-24 years,27,554571,4.87
Turkmenistan,2011,male,25-34 years,20,432553,4.62
Turkmenistan,2011,male,55-74 years,8,186985,4.28
Turkmenistan,2011,female,15-24 years,20,546522,3.66
Turkmenistan,2011,male,75+ years,1,31435,3.18
Turkmenistan,2011,female,55-74 years,5,228201,2.19
Turkmenistan,2011,female,35-54 years,8,613486,1.3
Turkmenistan,2011,female,25-34 years,5,437221,1.14
Turkmenistan,2011,male,5-14 years,2,490065,0.41
Turkmenistan,2011,female,5-14 years,1,478619,0.21
Turkmenistan,2011,female,75+ years,0,54342,0.0
Turkmenistan,2012,male,35-54 years,39,584037,6.68
Turkmenistan,2012,male,15-24 years,35,547952,6.39
Turkmenistan,2012,male,25-34 years,23,444997,5.17
Turkmenistan,2012,female,15-24 years,18,539169,3.34
Turkmenistan,2012,male,75+ years,1,33321,3.0
Turkmenistan,2012,male,55-74 years,5,195269,2.56
Turkmenistan,2012,female,25-34 years,9,449631,2.0
Turkmenistan,2012,female,35-54 years,4,624535,0.64
Turkmenistan,2012,female,5-14 years,2,481962,0.41
Turkmenistan,2012,male,5-14 years,2,493572,0.41
Turkmenistan,2012,female,55-74 years,0,239090,0.0
Turkmenistan,2012,female,75+ years,0,56523,0.0
Turkmenistan,2013,male,35-54 years,28,595499,4.7
Turkmenistan,2013,male,25-34 years,21,457380,4.59
Turkmenistan,2013,male,15-24 years,19,537146,3.54
Turkmenistan,2013,female,15-24 years,16,527829,3.03
Turkmenistan,2013,male,75+ years,1,34794,2.87
Turkmenistan,2013,male,55-74 years,4,204156,1.96
Turkmenistan,2013,female,25-34 years,8,461848,1.73
Turkmenistan,2013,female,35-54 years,3,634920,0.47
Turkmenistan,2013,female,55-74 years,1,250752,0.4
Turkmenistan,2013,female,5-14 years,0,486814,0.0
Turkmenistan,2013,female,75+ years,0,58313,0.0
Turkmenistan,2013,male,5-14 years,0,498604,0.0
Turkmenistan,2014,male,35-54 years,39,607630,6.42
Turkmenistan,2014,male,25-34 years,23,470459,4.89
Turkmenistan,2014,female,15-24 years,23,515853,4.46
Turkmenistan,2014,male,15-24 years,20,525603,3.81
Turkmenistan,2014,male,55-74 years,7,214266,3.27
Turkmenistan,2014,female,25-34 years,14,474487,2.95
Turkmenistan,2014,female,55-74 years,3,264297,1.14
Turkmenistan,2014,female,35-54 years,4,645711,0.62
Turkmenistan,2014,male,5-14 years,3,505170,0.59
Turkmenistan,2014,female,5-14 years,0,493148,0.0
Turkmenistan,2014,female,75+ years,0,59137,0.0
Turkmenistan,2014,male,75+ years,0,35466,0.0
Turkmenistan,2015,male,35-54 years,38,620958,6.12
Turkmenistan,2015,male,15-24 years,31,515349,6.02
Turkmenistan,2015,female,15-24 years,21,505233,4.16
Turkmenistan,2015,male,55-74 years,7,225820,3.1
Turkmenistan,2015,male,25-34 years,15,484397,3.1
Turkmenistan,2015,female,25-34 years,11,487637,2.26
Turkmenistan,2015,female,75+ years,1,58753,1.7
Turkmenistan,2015,female,55-74 years,3,280211,1.07
Turkmenistan,2015,female,35-54 years,5,657432,0.76
Turkmenistan,2015,male,5-14 years,1,513926,0.19
Turkmenistan,2015,female,5-14 years,0,501611,0.0
Turkmenistan,2015,male,75+ years,0,35187,0.0
Ukraine,2010,male,75+ years,495,804695,61.51
Ukraine,2010,male,55-74 years,1827,3866232,47.26
Ukraine,2010,male,35-54 years,2853,6203439,45.99
Ukraine,2010,male,25-34 years,1457,3589324,40.59
Ukraine,2010,male,15-24 years,843,3271660,25.77
Ukraine,2010,female,75+ years,303,2016954,15.02
Ukraine,2010,female,55-74 years,479,5860094,8.17
Ukraine,2010,female,35-54 years,458,6928455,6.61
Ukraine,2010,female,15-24 years,154,3125122,4.93
Ukraine,2010,female,25-34 years,170,3534635,4.81
Ukraine,2010,male,5-14 years,35,2102478,1.66
Ukraine,2010,female,5-14 years,15,1993721,0.75
Ukraine,2011,male,75+ years,531,830200,63.96
Ukraine,2011,male,55-74 years,1761,3877753,45.41
Ukraine,2011,male,35-54 years,2664,6194997,43.0
Ukraine,2011,male,25-34 years,1457,3638908,40.04
Ukraine,2011,male,15-24 years,850,3114554,27.29
Ukraine,2011,female,75+ years,311,2047428,15.19
Ukraine,2011,female,55-74 years,552,5873828,9.4
Ukraine,2011,female,35-54 years,464,6890333,6.73
Ukraine,2011,female,15-24 years,157,2973653,5.28
Ukraine,2011,female,25-34 years,160,3570316,4.48
Ukraine,2011,male,5-14 years,46,2085831,2.21
Ukraine,2011,female,5-14 years,20,1976990,1.01
Ukraine,2012,male,75+ years,590,878262,67.18
Ukraine,2012,male,55-74 years,1768,3880830,45.56
Ukraine,2012,male,35-54 years,2680,6175567,43.4
Ukraine,2012,male,25-34 years,1450,3692383,39.27
Ukraine,2012,male,15-24 years,838,2960881,28.3
Ukraine,2012,female,75+ years,347,2131156,16.28
Ukraine,2012,female,55-74 years,524,5852504,8.95
Ukraine,2012,female,35-54 years,494,6837697,7.22
Ukraine,2012,female,25-34 years,186,3607893,5.16
Ukraine,2012,female,15-24 years,126,2819749,4.47
Ukraine,2012,male,5-14 years,35,2094456,1.67
Ukraine,2012,female,5-14 years,20,1984557,1.01
Ukraine,2014,male,75+ years,608,919141,66.15
Ukraine,2014,male,55-74 years,1558,3702856,42.08
Ukraine,2014,male,35-54 years,2363,5814873,40.64
Ukraine,2014,male,25-34 years,1302,3543016,36.75
Ukraine,2014,male,15-24 years,560,2541203,22.04
Ukraine,2014,female,75+ years,339,2203221,15.39
Ukraine,2014,female,55-74 years,465,5487093,8.47
Ukraine,2014,female,35-54 years,423,6365806,6.64
Ukraine,2014,female,25-34 years,197,3444110,5.72
Ukraine,2014,female,15-24 years,118,2408666,4.9
Ukraine,2014,male,5-14 years,21,2074827,1.01
Ukraine,2014,female,5-14 years,14,1959353,0.71
Ukraine,2015,male,75+ years,669,942786,70.96
Ukraine,2015,male,55-74 years,1644,3747724,43.87
Ukraine,2015,male,35-54 years,2181,5795334,37.63
Ukraine,2015,male,25-34 years,1114,3527229,31.58
Ukraine,2015,male,15-24 years,507,2408074,21.05
Ukraine,2015,female,75+ years,296,2261462,13.09
Ukraine,2015,female,55-74 years,399,5508376,7.24
Ukraine,2015,female,35-54 years,427,6309963,6.77
Ukraine,2015,female,15-24 years,117,2281055,5.13
Ukraine,2015,female,25-34 years,168,3421535,4.91
Ukraine,2015,male,5-14 years,33,2131084,1.55
Ukraine,2015,female,5-14 years,19,2010824,0.94
United Arab Emirates,2010,male,75+ years,1,10567,9.46
United Arab Emirates,2010,male,55-74 years,5,177232,2.82
United Arab Emirates,2010,female,25-34 years,14,587552,2.38
United Arab Emirates,2010,female,55-74 years,1,55621,1.8
United Arab Emirates,2010,male,25-34 years,39,2271630,1.72
United Arab Emirates,2010,female,15-24 years,6,385198,1.56
United Arab Emirates,2010,male,35-54 years,34,2405804,1.41
United Arab Emirates,2010,male,15-24 years,10,730245,1.37
United Arab Emirates,2010,female,35-54 years,1,533458,0.19
United Arab Emirates,2010,female,5-14 years,0,329210,0.0
United Arab Emirates,2010,female,75+ years,0,6996,0.0
United Arab Emirates,2010,male,5-14 years,0,346223,0.0
United Kingdom,2010,male,35-54 years,1444,8592781,16.8
United Kingdom,2010,male,25-34 years,513,4128369,12.43
United Kingdom,2010,male,75+ years,227,1960939,11.58
United Kingdom,2010,male,55-74 years,696,6171080,11.28
United Kingdom,2010,male,15-24 years,344,4225926,8.14
United Kingdom,2010,female,35-54 years,400,8788212,4.55
United Kingdom,2010,female,55-74 years,232,6570278,3.53
United Kingdom,2010,female,25-34 years,133,4012797,3.31
United Kingdom,2010,female,75+ years,89,2944062,3.02
United Kingdom,2010,female,15-24 years,106,3995780,2.65
United Kingdom,2010,female,5-14 years,3,3426430,0.09
United Kingdom,2010,male,5-14 years,1,3586875,0.03
United Kingdom,2011,male,35-54 years,1611,8617712,18.69
United Kingdom,2011,male,25-34 years,553,4222804,13.1
United Kingdom,2011,male,55-74 years,708,6253024,11.32
United Kingdom,2011,male,75+ years,207,2013814,10.28
United Kingdom,2011,male,15-24 years,346,4236989,8.17
United Kingdom,2011,female,35-54 years,417,8790957,4.74
United Kingdom,2011,female,55-74 years,235,6652911,3.53
United Kingdom,2011,female,25-34 years,134,4094631,3.27
United Kingdom,2011,female,15-24 years,100,4001855,2.5
United Kingdom,2011,female,75+ years,70,2973876,2.35
United Kingdom,2011,male,5-14 years,8,3594112,0.22
United Kingdom,2011,female,5-14 years,4,3429167,0.12
United Kingdom,2012,male,35-54 years,1587,8673006,18.3
United Kingdom,2012,male,25-34 years,597,4261254,14.01
United Kingdom,2012,male,55-74 years,739,6392214,11.56
United Kingdom,2012,male,75+ years,215,2043034,10.52
United Kingdom,2012,male,15-24 years,364,4204765,8.66
United Kingdom,2012,female,35-54 years,403,8852151,4.55
United Kingdom,2012,female,25-34 years,153,4296499,3.56
United Kingdom,2012,female,55-74 years,211,6737405,3.13
United Kingdom,2012,female,75+ years,93,2976921,3.12
United Kingdom,2012,female,15-24 years,70,4054017,1.73
United Kingdom,2012,male,5-14 years,10,3695552,0.27
United Kingdom,2012,female,5-14 years,2,3521812,0.06
United Kingdom,2013,male,35-54 years,1743,8656572,20.13
United Kingdom,2013,male,55-74 years,908,6488882,13.99
United Kingdom,2013,male,25-34 years,586,4320298,13.56
United Kingdom,2013,male,75+ years,258,2096518,12.31
United Kingdom,2013,male,15-24 years,331,4180873,7.92
United Kingdom,2013,female,35-54 years,449,8837469,5.08
United Kingdom,2013,female,75+ years,103,3004685,3.43
United Kingdom,2013,female,55-74 years,232,6839180,3.39
United Kingdom,2013,female,25-34 years,124,4356539,2.85
United Kingdom,2013,female,15-24 years,81,4017291,2.02
United Kingdom,2013,male,5-14 years,5,3734237,0.13
United Kingdom,2013,female,5-14 years,4,3559249,0.11
United Kingdom,2014,male,35-54 years,1692,8665195,19.53
United Kingdom,2014,male,25-34 years,602,4360457,13.81
United Kingdom,2014,male,55-74 years,827,6597480,12.54
United Kingdom,2014,male,75+ years,257,2158742,11.91
United Kingdom,2014,male,15-24 years,332,4171187,7.96
United Kingdom,2014,female,35-54 years,462,8850139,5.22
United Kingdom,2014,female,55-74 years,262,6952444,3.77
United Kingdom,2014,female,25-34 years,155,4388346,3.53
United Kingdom,2014,female,75+ years,83,3052672,2.72
United Kingdom,2014,female,15-24 years,103,3992566,2.58
United Kingdom,2014,male,5-14 years,7,3778321,0.19
United Kingdom,2014,female,5-14 years,6,3602933,0.17
United Kingdom,2015,male,35-54 years,1579,8692440,18.17
United Kingdom,2015,male,25-34 years,596,4408293,13.52
United Kingdom,2015,male,55-74 years,906,6716557,13.49
United Kingdom,2015,male,75+ years,273,2200958,12.4
United Kingdom,2015,male,15-24 years,374,4151992,9.01
United Kingdom,2015,female,35-54 years,473,8881944,5.33
United Kingdom,2015,female,55-74 years,306,7075576,4.32
United Kingdom,2015,female,25-34 years,181,4414464,4.1
United Kingdom,2015,female,75+ years,108,3070457,3.52
United Kingdom,2015,female,15-24 years,104,3966564,2.62
United Kingdom,2015,female,5-14 years,6,3663221,0.16
United Kingdom,2015,male,5-14 years,4,3840476,0.1
United States,2010,male,75+ years,2617,7263596,36.03
United States,2010,male,35-54 years,11767,42798501,27.49
United States,2010,male,55-74 years,7287,27667895,26.34
United States,2010,male,25-34 years,4645,20409866,22.76
United States,2010,male,15-24 years,3772,22463069,16.79
United States,2010,female,35-54 years,3604,42711237,8.44
United States,2010,female,55-74 years,2071,30326595,6.83
United States,2010,female,25-34 years,1092,20180858,5.41
United States,2010,female,15-24 years,830,21395712,3.88
United States,2010,female,75+ years,403,11163521,3.61
United States,2010,male,5-14 years,187,21207667,0.88
United States,2010,female,5-14 years,87,20250632,0.43
United States,2011,male,75+ years,2721,7448796,36.53
United States,2011,male,35-54 years,11681,42566273,27.44
United States,2011,male,55-74 years,7572,28556351,26.52
United States,2011,male,25-34 years,4862,20698307,23.49
United States,2011,male,15-24 years,3959,22622559,17.5
United States,2011,female,35-54 years,3776,42485156,8.89
United States,2011,female,55-74 years,2128,31268702,6.81
United States,2011,female,25-34 years,1238,20408037,6.07
United States,2011,female,15-24 years,863,21552069,4.0
United States,2011,female,75+ years,421,11270969,3.74
United States,2011,male,5-14 years,201,21185153,0.95
United States,2011,female,5-14 years,86,20251453,0.42
United States,2012,male,75+ years,2853,7633574,37.37
United States,2012,male,35-54 years,11763,42326226,27.79
United States,2012,male,55-74 years,8032,29473157,27.25
United States,2012,male,25-34 years,4985,21028158,23.71
United States,2012,male,15-24 years,3918,22713083,17.25
United States,2012,female,35-54 years,3857,42238495,9.13
United States,2012,female,55-74 years,2264,32244829,7.02
United States,2012,female,25-34 years,1231,20667924,5.96
United States,2012,female,15-24 years,954,21653970,4.41
United States,2012,female,75+ years,428,11375645,3.76
United States,2012,male,5-14 years,226,21198150,1.07
United States,2012,female,5-14 years,85,20273917,0.42
United States,2013,male,75+ years,2990,7816638,38.25
United States,2013,male,55-74 years,8445,30405404,27.77
United States,2013,male,35-54 years,11396,42085688,27.08
United States,2013,male,25-34 years,5063,21386891,23.67
United States,2013,male,15-24 years,3903,22735631,17.17
United States,2013,female,35-54 years,3776,41983845,8.99
United States,2013,female,55-74 years,2484,33229667,7.48
United States,2013,female,25-34 years,1285,20951958,6.13
United States,2013,female,15-24 years,975,21698877,4.49
United States,2013,female,75+ years,431,11486590,3.75
United States,2013,male,5-14 years,252,21233001,1.19
United States,2013,female,5-14 years,143,20308672,0.7
United States,2014,male,75+ years,3106,7994948,38.85
United States,2014,male,55-74 years,8961,31339875,28.59
United States,2014,male,35-54 years,11455,41858354,27.37
United States,2014,male,25-34 years,5222,21760455,24.0
United States,2014,male,15-24 years,4089,22700273,18.01
United States,2014,female,35-54 years,4018,41742299,9.63
United States,2014,female,55-74 years,2676,34193742,7.83
United States,2014,female,25-34 years,1347,21250636,6.34
United States,2014,female,15-24 years,990,21691057,4.56
United States,2014,female,75+ years,477,11616299,4.11
United States,2014,male,5-14 years,277,21264881,1.3
United States,2014,female,5-14 years,151,20336916,0.74
United States,2015,male,75+ years,3171,8171136,38.81
United States,2015,male,55-74 years,9068,32264697,28.11
United States,2015,male,35-54 years,11634,41658010,27.93
United States,2015,male,25-34 years,5503,22137097,24.86
United States,2015,male,15-24 years,4359,22615073,19.27
United States,2015,female,35-54 years,4053,41531809,9.76
United States,2015,female,55-74 years,2872,35115610,8.18
United States,2015,female,25-34 years,1444,21555712,6.7
United States,2015,female,15-24 years,1132,21633813,5.23
United States,2015,female,75+ years,540,11778666,4.58
United States,2015,male,5-14 years,255,21273987,1.2
United States,2015,female,5-14 years,158,20342901,0.78
Uruguay,2010,male,75+ years,67,76869,87.16
Uruguay,2010,male,55-74 years,106,256883,41.26
Uruguay,2010,male,25-34 years,77,236974,32.49
Uruguay,2010,male,15-24 years,69,262585,26.28
Uruguay,2010,male,35-54 years,101,406214,24.86
Uruguay,2010,female,55-74 years,42,308647,13.61
Uruguay,2010,female,75+ years,14,150385,9.31
Uruguay,2010,female,35-54 years,38,427551,8.89
Uruguay,2010,female,25-34 years,18,235276,7.65
Uruguay,2010,female,15-24 years,11,253651,4.34
Uruguay,2010,female,5-14 years,3,251005,1.2
Uruguay,2010,male,5-14 years,1,261266,0.38
Uruguay,2012,male,75+ years,65,78821,82.47
Uruguay,2012,male,55-74 years,112,263508,42.5
Uruguay,2012,male,35-54 years,144,413990,34.78
Uruguay,2012,male,25-34 years,72,234961,30.64
Uruguay,2012,male,15-24 years,81,264743,30.6
Uruguay,2012,female,55-74 years,36,314226,11.46
Uruguay,2012,female,35-54 years,44,433744,10.14
Uruguay,2012,female,75+ years,14,155392,9.01
Uruguay,2012,female,25-34 years,16,232940,6.87
Uruguay,2012,female,15-24 years,12,255688,4.69
Uruguay,2012,male,5-14 years,2,257123,0.78
Uruguay,2012,female,5-14 years,1,246803,0.41
Uruguay,2013,male,75+ years,63,79099,79.65
Uruguay,2013,male,55-74 years,89,267909,33.22
Uruguay,2013,male,25-34 years,77,234385,32.85
Uruguay,2013,male,35-54 years,118,417858,28.24
Uruguay,2013,male,15-24 years,73,265054,27.54
Uruguay,2013,female,75+ years,23,157260,14.63
Uruguay,2013,female,35-54 years,38,436578,8.7
Uruguay,2013,female,55-74 years,25,318219,7.86
Uruguay,2013,female,25-34 years,17,231983,7.33
Uruguay,2013,female,15-24 years,15,255905,5.86
Uruguay,2013,female,5-14 years,5,244964,2.04
Uruguay,2013,male,5-14 years,3,255456,1.17
